qid,official_en,alias,type,lat,lon,wikidata_url
Q495739,Korean axe murder incident,hatchet incident,axe murder,37.95599722,126.67259167,http://www.wikidata.org/entity/Q495739
Q495739,Korean axe murder incident,poplar tree incident,axe murder,37.95599722,126.67259167,http://www.wikidata.org/entity/Q495739
Q495938,Dongcheon Arena,Dongchun Gymnasium,sports venue,35.562438,129.350367,http://www.wikidata.org/entity/Q495938
Q495953,Korean Air Flight 858,KAL858,aviation accident,14.55,97.3833,http://www.wikidata.org/entity/Q495953
Q495953,Korean Air Flight 858,KE858,aviation accident,14.55,97.3833,http://www.wikidata.org/entity/Q495953
Q8684,Seoul,Hanyang,city,37.56,126.99,http://www.wikidata.org/entity/Q8684
Q8684,Seoul,Gyeongseong,city,37.56,126.99,http://www.wikidata.org/entity/Q8684
Q8684,Seoul,Keijō,city,37.56,126.99,http://www.wikidata.org/entity/Q8684
Q8684,Seoul,Wiryeseong,city,37.56,126.99,http://www.wikidata.org/entity/Q8684
Q8684,Seoul,Hanseong,city,37.56,126.99,http://www.wikidata.org/entity/Q8684
Q8684,Seoul,Keijou,city,37.56,126.99,http://www.wikidata.org/entity/Q8684
Q8684,Seoul,Namgyeong,city,37.56,126.99,http://www.wikidata.org/entity/Q8684
Q8684,Seoul,Seoul Special City,city,37.56,126.99,http://www.wikidata.org/entity/Q8684
Q8684,Seoul,Sŏul T'ŭkpyŏlsi,city,37.56,126.99,http://www.wikidata.org/entity/Q8684
Q489990,Dog poop girl,Dog shit girl,incident,37.556,126.941,http://www.wikidata.org/entity/Q489990
Q490064,Kwangwoon University Station,Seongbuk Station,railway station,37.623055555,127.061388888,http://www.wikidata.org/entity/Q490064
Q46176,Gachon University Station,Kyungwon University Station,metro station,37.447777777,127.126944444,http://www.wikidata.org/entity/Q46176
Q46176,Gachon University Station,Gachon Univ. Station,metro station,37.447777777,127.126944444,http://www.wikidata.org/entity/Q46176
Q46351,Isu Station,Chongshin University Station,metro station,37.487769444,126.982038888,http://www.wikidata.org/entity/Q46351
Q491246,Dongchun Station,E-mart,railway station,37.40414722,126.680125,http://www.wikidata.org/entity/Q491246
Q491258,Gunsan Airport,KUV,airport,35.925961111,126.615666666,http://www.wikidata.org/entity/Q491258
Q491258,Gunsan Airport,RKJK,airport,35.925961111,126.615666666,http://www.wikidata.org/entity/Q491258
Q491511,Hongik University,Hong-ik University,private university,37.55055556,126.92583333,http://www.wikidata.org/entity/Q491511
Q491524,Daekyeung University,Taekyeung college,private university,35.83525,128.823313888,http://www.wikidata.org/entity/Q491524
Q490681,Seoul Racecourse Park Station,Gyeongmajang-yeok,metro station,37.444030555,127.007838888,http://www.wikidata.org/entity/Q490681
Q495194,Gageodo,Soheuksan-do,island,34.071388888,125.113055555,http://www.wikidata.org/entity/Q495194
Q625961,Daegu Catholic University,DCU,Catholic university,35.91219,128.80775,http://www.wikidata.org/entity/Q625961
Q625961,Daegu Catholic University,Catholic University of Daegu,Catholic university,35.91219,128.80775,http://www.wikidata.org/entity/Q625961
Q625985,Seoul Anglican Cathedral,Seoul Cathedral,Anglican or Episcopal cathedral,37.56694444,126.97611111,http://www.wikidata.org/entity/Q625985
Q626043,Dongmyo,Tongmyo,shrine,37.5731,127.0182,http://www.wikidata.org/entity/Q626043
Q626117,Gosu Cave,Danyang Gosu Cave,natural monument,36.98856,128.381778,http://www.wikidata.org/entity/Q626117
Q626126,Busan Exhibition and Convention Center,BEXCO,convention center,35.169135,129.136288,http://www.wikidata.org/entity/Q626126
Q64506,Jeoldu-san,Jeoldu-san Martyr's Shrine,memorial,37.54419,126.91172,http://www.wikidata.org/entity/Q64506
Q64506,Jeoldu-san,Jeoldusan,memorial,37.54419,126.91172,http://www.wikidata.org/entity/Q64506
Q64506,Jeoldu-san,Jeoldusan Martyr's Shrine,memorial,37.54419,126.91172,http://www.wikidata.org/entity/Q64506
Q68866,Jayang Station,Ttukseom Hangang Park,railway station,37.531666666,127.066666666,http://www.wikidata.org/entity/Q68866
Q68866,Jayang Station,Ttukseom Park Station,railway station,37.531666666,127.066666666,http://www.wikidata.org/entity/Q68866
Q68866,Jayang Station,Ttukseom Resort Station,railway station,37.531666666,127.066666666,http://www.wikidata.org/entity/Q68866
Q68914,Hak-dong Station,Hakdong Station,railway station,37.514166666,127.031666666,http://www.wikidata.org/entity/Q68914
Q489904,Air China Flight 129,CA129,aviation accident,35.2327,128.928,http://www.wikidata.org/entity/Q489904
Q20929,Sejong,Sejong City,smart city,36.487002,127.282234,http://www.wikidata.org/entity/Q20929
Q20929,Sejong,Sejong smart city,smart city,36.487002,127.282234,http://www.wikidata.org/entity/Q20929
Q20929,Sejong,Sejong Special Self-Governing City,smart city,36.487002,127.282234,http://www.wikidata.org/entity/Q20929
Q20937,Gyeonggi Province,Gyeonggi,province of South Korea,37.5,127.25,http://www.wikidata.org/entity/Q20937
Q20937,Gyeonggi Province,Gyeonggi-do,province of South Korea,37.5,127.25,http://www.wikidata.org/entity/Q20937
Q45341,East China Sea,Dong Hai,marginal sea,30.0,125.0,http://www.wikidata.org/entity/Q45341
Q45341,East China Sea,Donghai,marginal sea,30.0,125.0,http://www.wikidata.org/entity/Q45341
Q45341,East China Sea,Eastern Sea,marginal sea,30.0,125.0,http://www.wikidata.org/entity/Q45341
Q45341,East China Sea,Chinese Sea,marginal sea,30.0,125.0,http://www.wikidata.org/entity/Q45341
Q45341,East China Sea,East Sea,marginal sea,30.0,125.0,http://www.wikidata.org/entity/Q45341
Q487498,"Leeum, Samsung Museum of Art",Leeum Museum of Art,art museum,37.537969,126.99949,http://www.wikidata.org/entity/Q487498
Q487536,Namiseom,Nami Island,island,37.791538888,127.525436111,http://www.wikidata.org/entity/Q487536
Q487536,Namiseom,Namisŏm,island,37.791538888,127.525436111,http://www.wikidata.org/entity/Q487536
Q487576,Yeongnam,Ryongnam,region,35.676313,128.912105,http://www.wikidata.org/entity/Q487576
Q20934,Incheon,Inchon,metropolitan city of South Korea,37.463888888,126.648611111,http://www.wikidata.org/entity/Q20934
Q20934,Incheon,Jemulpo,metropolitan city of South Korea,37.463888888,126.648611111,http://www.wikidata.org/entity/Q20934
Q20934,Incheon,Chemulpo,metropolitan city of South Korea,37.463888888,126.648611111,http://www.wikidata.org/entity/Q20934
Q20934,Incheon,Inch'on,metropolitan city of South Korea,37.463888888,126.648611111,http://www.wikidata.org/entity/Q20934
Q495366,2014 Asian Games,Incheon 2014,multi-sport event,37.966667,124.65,http://www.wikidata.org/entity/Q495366
Q495366,2014 Asian Games,17th Asian Games,multi-sport event,37.966667,124.65,http://www.wikidata.org/entity/Q495366
Q495366,2014 Asian Games,XVII Asiad,multi-sport event,37.966667,124.65,http://www.wikidata.org/entity/Q495366
Q495366,2014 Asian Games,XVII Asian Games,multi-sport event,37.966667,124.65,http://www.wikidata.org/entity/Q495366
Q22968,63 Building,63 SQUARE,skyscraper,37.519722222,126.94,http://www.wikidata.org/entity/Q22968
Q22968,63 Building,Hanhwa 63 City,skyscraper,37.519722222,126.94,http://www.wikidata.org/entity/Q22968
Q27010,Socotra Rock,Ieodo,reef,32.12295278,125.18244722,http://www.wikidata.org/entity/Q27010
Q27010,Socotra Rock,Parangdo,reef,32.12295278,125.18244722,http://www.wikidata.org/entity/Q27010
Q41283,Gwangju,Gwangju City,metropolitan city of South Korea,35.166666666,126.916666666,http://www.wikidata.org/entity/Q41283
Q42163,Sangju,Sangiu,big city,36.415277777,128.160555555,http://www.wikidata.org/entity/Q42163
Q42163,Sangju,Sangju city,big city,36.415277777,128.160555555,http://www.wikidata.org/entity/Q42163
Q42163,Sangju,Sangju-si,big city,36.415277777,128.160555555,http://www.wikidata.org/entity/Q42163
Q50203,Gapyeong County,Gapyeong,county of South Korea,37.831388888,127.513888888,http://www.wikidata.org/entity/Q50203
Q50204,Gangjin County,Gangjin-gun,county of South Korea,34.640555555,126.77,http://www.wikidata.org/entity/Q50204
Q55500,Han River,Seul R.,river,37.75,126.1833,http://www.wikidata.org/entity/Q55500
Q55500,Han River,Seul River,river,37.75,126.1833,http://www.wikidata.org/entity/Q55500
Q491554,Namhaedo,Namhae-do,island,34.783333333,127.916666666,http://www.wikidata.org/entity/Q491554
Q491597,Korea National Open University,KNOU,university,37.579027777,127.002833333,http://www.wikidata.org/entity/Q491597
Q59978,Dong Seoul Bus Terminal,Dongseoul Jonghap Teomineol,bus station,37.534388888,127.094055555,http://www.wikidata.org/entity/Q59978
Q60294,Tomb of Yeonsangun,Yeonsangunmyo,burial plot,37.661388888,127.022777777,http://www.wikidata.org/entity/Q60294
Q487603,Bosingak,Jonggak,Chinese pavilion,37.5699,126.9834,http://www.wikidata.org/entity/Q487603
Q487613,Seoul National University of Education,Sŏul Kyoyuk Taehak,university,37.49,127.01638889,http://www.wikidata.org/entity/Q487613
Q487662,Beomeosa,beomeosa,Korean Buddhist temple,35.2839135,129.068992,http://www.wikidata.org/entity/Q487662
Q487804,Dongguk University,DGU,private university,37.55825,127.000194,http://www.wikidata.org/entity/Q487804
Q487828,Hyochang Park Station,Hyochang Station,railway station,37.53925,126.95945,http://www.wikidata.org/entity/Q487828
Q626752,Camp Humphreys,Pyeongtaek Airfield,military base,36.966667,127.033333,http://www.wikidata.org/entity/Q626752
Q626752,Camp Humphreys,United States Army Garrison-Humphreys,military base,36.966667,127.033333,http://www.wikidata.org/entity/Q626752
Q626752,Camp Humphreys,USAG-H,military base,36.966667,127.033333,http://www.wikidata.org/entity/Q626752
Q626811,Independence Hall of Korea,Dongnip Ginyeomgwan,museum,36.78358,127.22297,http://www.wikidata.org/entity/Q626811
Q626811,Independence Hall of Korea,Tongnip Kinyŏmgwan,museum,36.78358,127.22297,http://www.wikidata.org/entity/Q626811
Q626848,Korea Atomic Energy Research Institute,KAERI,research institute,36.341995,127.395666,http://www.wikidata.org/entity/Q626848
Q495375,Expo 2012,Yeosu Expo,world's fair,34.749194,127.747263,http://www.wikidata.org/entity/Q495375
Q495375,Expo 2012,Yeosu Expo 2012,world's fair,34.749194,127.747263,http://www.wikidata.org/entity/Q495375
Q495375,Expo 2012,Expo 2012 Yeosu,world's fair,34.749194,127.747263,http://www.wikidata.org/entity/Q495375
Q41790,Chung-Ang University,Chung,private university,37.50489,126.95503,http://www.wikidata.org/entity/Q41790
Q41790,Chung-Ang University,CAU,private university,37.50489,126.95503,http://www.wikidata.org/entity/Q41790
Q41790,Chung-Ang University,Ang University,private university,37.50489,126.95503,http://www.wikidata.org/entity/Q41790
Q53122,Pusan National University,Pusan University,university,35.23398,129.07931,http://www.wikidata.org/entity/Q53122
Q54255,Incheon International Airport Terminal 1 Station,Incheon International Airport Station,underground railway station,37.447383333,126.452641666,http://www.wikidata.org/entity/Q54255
Q54294,Gyeongju Station,Singyeongju Station,railway station,35.798333333,129.138888888,http://www.wikidata.org/entity/Q54294
Q54299,Geumcheon-gu Office Station,Siheung Station,railway station,37.455555555,126.894166666,http://www.wikidata.org/entity/Q54299
Q54310,Seodongtan Station,West Dongtan,dead-end railway station,37.19567,127.05204,http://www.wikidata.org/entity/Q54310
Q54328,Gasan Digital Complex Station,Garibong Station,railway station,37.481666666,126.8825,http://www.wikidata.org/entity/Q54328
Q494649,Korean Folk Village,Hangungminsokchon,park,37.25892,127.1181,http://www.wikidata.org/entity/Q494649
Q494652,Bukhansan,Samgaksan,mountain,37.660833333,126.993333333,http://www.wikidata.org/entity/Q494652
Q717804,Jirisan National Park,Chirisan National Park,national park,35.29,127.632,http://www.wikidata.org/entity/Q717804
Q1586402,Seodaejeonnegeori Station,Seodaejeon Negeori Station,railway station,36.3224,127.413,http://www.wikidata.org/entity/Q1586402
Q1591787,Danyang Station,Danyang station,railway station,36.973222222,128.34375,http://www.wikidata.org/entity/Q1591787
Q1592725,Sucheol-ri Station,Sucheolli Station,railway station,37.54335,127.022981,http://www.wikidata.org/entity/Q1592725
Q42056,Gangneung,Kangnŭng,big city,37.755555555,128.896111111,http://www.wikidata.org/entity/Q42056
Q496078,Sajik Arena,Sajik Indoor Gymnasium,arena,35.19231944,129.06053056,http://www.wikidata.org/entity/Q496078
Q496145,Sancheong-Hamyang massacre,Sancheong and Hamyang massacre,war crime,35.41694444,127.87361111,http://www.wikidata.org/entity/Q496145
Q496248,Hanul Nuclear Power Plant,Uljin Nuclear Power Plant,nuclear power plant,37.084586989,129.389490474,http://www.wikidata.org/entity/Q496248
Q626534,Academy of Korean Studies,AKS,academic institution,37.390738888,127.059030555,http://www.wikidata.org/entity/Q626534
Q626534,Academy of Korean Studies,The Academy of Korean Studies,academic institution,37.390738888,127.059030555,http://www.wikidata.org/entity/Q626534
Q626678,Moran Folk 5-Day Market,Moran Market,market,37.430611,127.127528,http://www.wikidata.org/entity/Q626678
Q626710,Korea Media Rating Board,KMRB,non-classified public institution,35.1711,129.127,http://www.wikidata.org/entity/Q626710
Q488334,University of Seoul,Seoul sirim daehakgyo,university,37.583325,127.05838611,http://www.wikidata.org/entity/Q488334
Q488334,University of Seoul,Sŏul Sirip Taehakkyo,university,37.583325,127.05838611,http://www.wikidata.org/entity/Q488334
Q488355,Sacheon Airport,HIN,airport,35.088541666,128.070369444,http://www.wikidata.org/entity/Q488355
Q488355,Sacheon Airport,RKPS,airport,35.088541666,128.070369444,http://www.wikidata.org/entity/Q488355
Q492822,Hantan River,Hantaan River,river,38.004722222,127.010833333,http://www.wikidata.org/entity/Q492822
Q492822,Hantan River,Hantangang,river,38.004722222,127.010833333,http://www.wikidata.org/entity/Q492822
Q492965,Osan Air Base,K-55,airbase,37.090555555,127.029722222,http://www.wikidata.org/entity/Q492965
Q492965,Osan Air Base,OSN,airbase,37.090555555,127.029722222,http://www.wikidata.org/entity/Q492965
Q492965,Osan Air Base,Osan AB,airbase,37.090555555,127.029722222,http://www.wikidata.org/entity/Q492965
Q492965,Osan Air Base,Osan AB Airport,airbase,37.090555555,127.029722222,http://www.wikidata.org/entity/Q492965
Q492965,Osan Air Base,Osan AFB,airbase,37.090555555,127.029722222,http://www.wikidata.org/entity/Q492965
Q492965,Osan Air Base,RKSO,airbase,37.090555555,127.029722222,http://www.wikidata.org/entity/Q492965
Q41114,Ewha Womans University,Ewha Womans University faculty,private university,37.5625,126.945,http://www.wikidata.org/entity/Q41114
Q41114,Ewha Womans University,Ewha Women's University,private university,37.5625,126.945,http://www.wikidata.org/entity/Q41114
Q488491,Constitutional Court of Korea,Constitutional Court of South Korea,constitutional court,37.578055555,126.984722222,http://www.wikidata.org/entity/Q488491
Q488491,Constitutional Court of Korea,Portal:Constitutional Court of Korea,constitutional court,37.578055555,126.984722222,http://www.wikidata.org/entity/Q488491
Q488491,Constitutional Court of Korea,South Korean Constitutional Court,constitutional court,37.578055555,126.984722222,http://www.wikidata.org/entity/Q488491
Q41151,South Gyeongsang,South Gyeongsang Province,province of South Korea,35.237968,128.691918,http://www.wikidata.org/entity/Q41151
Q41151,South Gyeongsang,Gyeongnam,province of South Korea,35.237968,128.691918,http://www.wikidata.org/entity/Q41151
Q41151,South Gyeongsang,Gyeongsangnam-do,province of South Korea,35.237968,128.691918,http://www.wikidata.org/entity/Q41151
Q41151,South Gyeongsang,Kyŏngsang-namdo,province of South Korea,35.237968,128.691918,http://www.wikidata.org/entity/Q41151
Q55500,Han River,Han Gang,river,37.75,126.1833,http://www.wikidata.org/entity/Q55500
Q55500,Han River,Han Jiang,river,37.75,126.1833,http://www.wikidata.org/entity/Q55500
Q55500,Han River,Hangang,river,37.75,126.1833,http://www.wikidata.org/entity/Q55500
Q55500,Han River,Han-gang,river,37.75,126.1833,http://www.wikidata.org/entity/Q55500
Q55500,Han River,Hanjiang,river,37.75,126.1833,http://www.wikidata.org/entity/Q55500
Q50375,"Dong District, Gwangju",Dong-gu,district of South Korea  (autonomous),35.15,126.92,http://www.wikidata.org/entity/Q50375
Q50377,Dong District,Dong-gu,district of South Korea  (autonomous),36.33,127.43,http://www.wikidata.org/entity/Q50377
Q50378,Dong District,Dong-gu,district of Busan,35.1294,129.0455,http://www.wikidata.org/entity/Q50378
Q50379,Dong District,Dong-gu,district of South Korea  (autonomous),35.5,129.41666667,http://www.wikidata.org/entity/Q50379
Q488308,Alpensia Ski Jumping Stadium,Alpensia Ski Jumping Centre,stadium,37.6617,128.6806,http://www.wikidata.org/entity/Q488308
Q488308,Alpensia Ski Jumping Stadium,Pyeongchang Ski Jumping Centre,stadium,37.6617,128.6806,http://www.wikidata.org/entity/Q488308
Q489240,Dongdaemun Stadium,Stadium Dongdaemun,stadium,37.56758,127.010595,http://www.wikidata.org/entity/Q489240
Q489336,Sorokdo,Sorok-to,island,34.5,127.11666667,http://www.wikidata.org/entity/Q489336
Q496473,Anmyeondo,Anmyŏn-do,island,36.5,126.366666666,http://www.wikidata.org/entity/Q496473
Q496884,Jangchung Arena,Jangchung Gymnasium,architectural structure,37.55805556,127.00666667,http://www.wikidata.org/entity/Q496884
